0.0113105;0.024254;0.0057077;
0.0131465;0.0100784;0.00647218;
0.00790818;0.00988886;0.0153989;
0.0185881;0.00974622;0.00954603;
0.00896564;0.0170994;0.00858991;
0.00723844;0.0085418;0.0170036;
0.0179726;0.00941196;0.00765093;
0.00973406;0.0185877;0.00888616;
0.00776884;0.00864077;0.0180744;
0.0183059;0.00942248;0.00786838;
0.00919343;0.017861;0.0101672;
0.00705064;0.00922644;0.0162083;
0.0158237;0.00784872;0.00688333;
0.00857456;0.0172871;0.00893214;
0.0067762;0.00772305;0.014947;
0.0141548;0.00793217;0.00641706;
0.00880364;0.01571;0.00821766;
0.00756121;0.00873377;0.0166966;
0.0139394;0.00759548;0.0063126;
0.00860748;0.0157967;0.00813946;
0.00755836;0.00879582;0.0170705;
0.0149301;0.00700123;0.00661063;
0.00798333;0.0170244;0.00839107;
0.00634422;0.00858038;0.0174085;
0.0164526;0.00783605;0.00599587;
0.00842497;0.0176891;0.00904475;
0.00708546;0.00928735;0.0181636;
0.0142165;0.00821985;0.00554575;
0.00630018;0.0108964;0.0121504;
0.00565523;0.0269927;0.0114154;
